"Church Farm School Weather Station"
"9/1/21 12:00 AM : 1 Year"
"","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway"
"11/10/21 10:00 AM","29.69","74","35","45","73","7.0","62","62","61","62","49","53","11","N","5.5","20","NNE","59","61","57","0.00","0.00","0.00","0.062","0.000"
"11/10/21 10:30 AM","29.69","75","35","46","74","6.9","63","63","62","60","49","54","6","NNW","3.0","14","NNW","63","62","62","0.00","0.00","0.00","0.037","0.000"
"11/10/21 11:00 AM","29.68","76","35","46","74","6.9","64","64","63","58","49","54","8","NNW","4.0","16","N","63","63","62","0.00","0.00","0.00","0.021","0.000"
"11/10/21 11:30 AM","29.68","75","35","45","73","7.0","64","64","64","53","47","53","8","NNW","4.0","17","NW","64","63","62","0.00","0.00","0.00","0.010","0.000"
"11/10/21 12:00 PM","29.68","75","35","45","73","7.0","65","65","64","52","47","53","8","NNW","4.0","18","NNW","64","63","63","0.00","0.00","0.00","0.000","0.000"
"11/10/21 12:30 PM","29.67","75","34","45","74","6.8","66","66","65","46","44","51","8","N","4.0","16","NNE","65","64","63","0.00","0.00","0.00","0.000","0.015"
"11/10/21 1:00 PM","29.68","75","34","45","74","6.7","66","66","65","46","44","51","9","N","4.5","16","N","65","64","63","0.00","0.00","0.00","0.000","0.017"
"11/10/21 1:30 PM","29.69","75","34","45","74","6.7","66","66","66","44","44","51","6","NNW","3.0","12","NE","66","64","64","0.00","0.00","0.00","0.000","0.025"
"11/10/21 2:00 PM","29.70","75","33","44","74","6.6","66","66","66","40","41","49","7","NNW","3.5","14","N","66","63","63","0.00","0.00","0.00","0.000","0.015"
"11/10/21 2:30 PM","29.71","75","32","43","73","6.4","65","66","65","40","40","48","7","NNE","3.5","12","N","65","63","63","0.00","0.00","0.00","0.000","0.002"
"11/10/21 3:00 PM","29.73","75","32","43","73","6.4","64","65","64","41","40","48","4","NNE","2.0","10","NNE","64","62","62","0.00","0.00","0.00","0.017","0.000"
"11/10/21 3:30 PM","29.74","75","31","42","73","6.3","62","64","62","44","40","48","3","NNE","1.5","10","NNE","62","60","60","0.00","0.00","0.00","0.052","0.000"
"11/10/21 4:00 PM","29.75","75","31","42","73","6.3","60","62","60","48","40","47","2","NNW","1.0","4","NNW","60","58","58","0.00","0.00","0.00","0.102","0.000"
"11/10/21 4:30 PM","29.76","74","30","41","73","6.1","57","60","57","53","40","47","1","NNW","0.5","3","NNW","57","55","55","0.00","0.00","0.00","0.162","0.000"
"11/10/21 5:00 PM","29.77","74","30","41","72","6.1","56","57","56","54","40","46","0","","0.0","2","NNW","56","55","55","0.00","0.00","0.00","0.179","0.000"
"11/10/21 5:30 PM","29.78","74","30","41","72","6.1","56","56","55","55","40","46","1","W","0.5","4","WNW","56","54","54","0.00","0.00","0.00","0.198","0.000"
"11/10/21 6:00 PM","29.78","74","30","40","72","6.1","52","56","52","62","40","45","0","","0.0","3","W","52","51","51","0.00","0.00","0.00","0.262","0.000"
"11/10/21 6:30 PM","29.80","74","30","40","71","6.1","51","52","51","64","39","44","1","W","0.5","2","W","51","50","50","0.00","0.00","0.00","0.290","0.000"
"11/10/21 7:00 PM","29.81","73","30","40","71","6.1","50","52","50","65","39","44","0","","0.0","2","W","50","50","50","0.00","0.00","0.00","0.306","0.000"
"11/10/21 7:30 PM","29.82","73","29","39","71","5.9","49","50","49","68","39","44","1","W","0.5","3","W","49","49","49","0.00","0.00","0.00","0.325","0.000"
"11/10/21 8:00 PM","29.83","73","29","39","70","5.9","52","52","49","64","40","45","2","W","1.0","4","SSW","52","51","51","0.00","0.00","0.00","0.281","0.000"
"11/10/21 8:30 PM","29.83","72","29","38","70","6.0","52","52","51","62","39","44","1","ESE","0.5","3","ESE","52","51","51","0.00","0.00","0.00","0.281","0.000"
"11/10/21 9:00 PM","29.83","72","29","38","69","6.0","51","52","50","61","38","43","1","ESE","0.5","3","ESE","51","50","50","0.00","0.00","0.00","0.298","0.000"
"11/10/21 9:30 PM","29.82","72","29","38","69","6.0","51","51","51","58","37","43","2","SE","1.0","4","SE","51","50","50","0.00","0.00","0.00","0.292","0.000"
"11/10/21 10:00 PM","29.82","72","29","38","69","6.0","50","51","50","60","37","43","3","ESE","1.5","7","ESE","50","49","49","0.00","0.00","0.00","0.310","0.000"
"11/10/21 10:30 PM","29.82","71","29","37","68","6.0","49","50","49","61","37","42","4","ESE","2.0","7","ESE","48","49","47","0.00","0.00","0.00","0.325","0.000"
"11/10/21 11:00 PM","29.83","71","29","37","68","6.0","49","49","48","62","36","42","4","SE","2.0","8","ESE","47","48","47","0.00","0.00","0.00","0.342","0.000"
"11/10/21 11:30 PM","29.83","71","29","37","68","6.0","48","49","48","64","37","42","3","SE","1.5","5","SE","48","48","47","0.00","0.00","0.00","0.348","0.000"
"11/11/21 12:00 AM","29.83","71","28","36","68","5.9","47","48","47","65","36","41","1","SE","0.5","3","SE","47","46","46","0.00","0.00","0.00","0.381","0.000"
"11/11/21 12:30 AM","29.84","71","28","36","67","5.9","45","47","45","69","35","40","0","","0.0","2","SE","45","44","44","0.00","0.00","0.00","0.419","0.000"
"11/11/21 1:00 AM","29.84","70","29","37","67","6.0","47","47","45","65","36","41","1","SE","0.5","3","SE","47","46","46","0.00","0.00","0.00","0.377","0.000"
"11/11/21 1:30 AM","29.83","70","29","37","67","6.0","46","47","46","72","38","42","1","SE","0.5","3","SE","46","46","46","0.00","0.00","0.00","0.392","0.000"
"11/11/21 2:00 AM","29.83","70","29","36","66","6.0","46","46","46","66","36","41","2","SE","1.0","4","ESE","46","46","46","0.00","0.00","0.00","0.387","0.000"
"11/11/21 2:30 AM","29.83","70","29","36","66","6.1","46","47","46","64","35","40","3","ESE","1.5","6","ESE","45","46","45","0.00","0.00","0.00","0.390","0.000"
"11/11/21 3:00 AM","29.85","70","29","36","66","6.1","46","46","46","65","35","40","3","E","1.5","7","E","45","45","44","0.00","0.00","0.00","0.400","0.000"
"11/11/21 3:30 AM","29.85","70","29","36","66","6.1","46","46","46","66","35","40","3","E","1.5","8","E","45","45","44","0.00","0.00","0.00","0.404","0.000"
"11/11/21 4:00 AM","29.85","70","29","36","67","6.0","45","46","45","66","35","40","3","E","1.5","7","ESE","44","45","44","0.00","0.00","0.00","0.412","0.000"
"11/11/21 4:30 AM","29.85","70","29","36","66","6.1","44","45","44","67","34","39","2","E","1.0","6","E","44","44","44","0.00","0.00","0.00","0.429","0.000"
"11/11/21 5:00 AM","29.85","70","28","36","67","5.9","44","45","44","69","35","39","2","E","1.0","4","ESE","44","44","44","0.00","0.00","0.00","0.435","0.000"
"11/11/21 5:30 AM","29.86","70","28","35","66","5.9","43","44","43","71","35","39","1","E","0.5","4","E","43","43","43","0.00","0.00","0.00","0.452","0.000"
"11/11/21 6:00 AM","29.86","70","28","36","67","5.9","44","44","43","69","34","39","3","E","1.5","7","ESE","43","43","42","0.00","0.00","0.00","0.438","0.000"
"11/11/21 6:30 AM","29.85","70","28","36","67","5.9","44","44","44","70","35","40","6","E","3.0","10","ESE","41","44","40","0.00","0.00","0.00","0.431","0.000"
"11/11/21 7:00 AM","29.84","71","28","36","68","5.9","46","46","44","68","36","41","6","E","3.0","11","ESE","43","46","42","0.00","0.00","0.00","0.394","0.000"
"11/11/21 7:30 AM","29.85","71","28","36","68","5.9","49","49","46","65","38","43","4","E","2.0","11","E","48","48","47","0.00","0.00","0.00","0.335","0.000"
"11/11/21 8:00 AM","29.85","71","29","37","68","6.0","54","54","49","62","41","46","3","ENE","1.5","14","ESE","54","53","53","0.00","0.00","0.00","0.229","0.000"
"11/11/21 8:30 AM","29.84","72","30","39","69","6.2","56","56","54","61","43","48","7","SE","3.5","17","ESE","54","54","53","0.00","0.00","0.00","0.192","0.000"
"11/11/21 9:00 AM","29.84","72","31","40","70","6.3","57","57","56","61","44","49","8","SE","4.0","18","SSE","55","56","53","0.00","0.00","0.00","0.169","0.000"
"11/11/21 9:30 AM","29.83","73","31","40","70","6.3","59","59","57","60","45","50","7","SE","3.5","15","ESE","58","58","57","0.00","0.00","0.00","0.125","0.000"
"11/11/21 10:00 AM","29.81","73","31","40","71","6.3","59","59","58","59","44","50","8","SE","4.0","15","SE","57","57","55","0.00","0.00","0.00","0.131","0.000"
"11/11/21 10:30 AM","29.80","73","31","40","71","6.3","59","59","58","60","45","50","8","ESE","4.0","16","ESE","58","58","56","0.00","0.00","0.00","0.121","0.000"
"11/11/21 11:00 AM","29.80","73","32","41","71","6.5","60","60","59","60","46","51","6","SE","3.0","14","ESE","59","58","58","0.00","0.00","0.00","0.106","0.000"
"11/11/21 11:30 AM","29.79","73","32","42","71","6.5","61","61","60","60","47","52","6","SE","3.0","14","ESE","61","59","59","0.00","0.00","0.00","0.088","0.000"
"11/11/21 12:00 PM","29.78","74","33","43","72","6.6","61","62","61","60","47","52","5","SE","2.5","13","ESE","61","60","60","0.00","0.00","0.00","0.075","0.000"
"11/11/21 12:30 PM","29.77","74","33","43","73","6.6","63","63","61","59","48","53","4","SE","2.0","9","ESE","63","61","61","0.00","0.00","0.00","0.050","0.000"
"11/11/21 1:00 PM","29.76","74","34","44","73","6.8","63","64","63","60","49","54","7","ESE","3.5","17","ESE","63","62","62","0.00","0.00","0.00","0.033","0.000"
"11/11/21 1:30 PM","29.76","74","34","44","73","6.8","64","64","63","61","50","54","6","SE","3.0","13","SSE","64","63","63","0.00","0.00","0.00","0.029","0.000"
"11/11/21 2:00 PM","29.76","74","34","44","73","6.8","64","64","64","61","50","55","7","ESE","3.5","16","SE","64","63","63","0.00","0.00","0.00","0.021","0.000"
"11/11/21 2:30 PM","29.74","74","34","44","73","6.8","63","64","63","64","51","55","8","SE","4.0","15","SSE","62","62","61","0.00","0.00","0.00","0.040","0.000"
"11/11/21 3:00 PM","29.74","74","35","45","73","7.0","62","63","62","69","51","55","7","SE","3.5","16","ESE","61","61","60","0.00","0.00","0.00","0.071","0.000"
"11/11/21 3:30 PM","29.73","74","35","45","72","7.0","60","62","60","72","51","55","8","SE","4.0","15","ESE","59","60","58","0.00","0.00","0.00","0.096","0.000"
"11/11/21 4:00 PM","29.73","74","36","45","72","7.1","60","60","60","74","51","54","9","SE","4.5","17","ESE","57","59","57","0.00","0.00","0.00","0.108","0.000"
"11/11/21 4:32 PM","29.74","74","36","45","72","7.1","59","60","59","75","51","54","6","SE","3.0","15","ESE","59","59","58","0.00","0.00","0.00","0.119","0.000"
"11/11/21 5:00 PM","29.73","74","36","45","72","7.1","59","59","59","75","51","54","7","SE","3.5","15","ESE","58","58","57","0.00","0.00","0.00","0.125","0.000"
"11/11/21 5:32 PM","29.72","73","37","45","72","7.3","59","59","59","77","52","54","9","SE","4.5","16","ESE","56","58","56","0.00","0.00","0.00","0.131","0.000"
"11/11/21 6:00 PM","29.72","73","37","45","72","7.3","59","59","59","78","52","54","7","SE","3.5","14","ESE","58","58","57","0.00","0.00","0.00","0.131","0.000"
"11/11/21 6:32 PM","29.71","73","37","45","71","7.3","59","59","59","80","52","55","8","ESE","4.0","14","ESE","57","58","57","0.00","0.00","0.00","0.133","0.000"
"11/11/21 7:00 PM","29.71","73","38","46","71","7.4","58","58","58","82","53","55","6","SE","3.0","13","ESE","58","58","57","0.00","0.00","0.00","0.140","0.000"
"11/11/21 7:32 PM","29.71","73","38","46","71","7.4","58","58","58","84","53","55","3","SSE","1.5","11","ESE","58","58","58","0.00","0.00","0.00","0.144","0.000"
"11/11/21 8:00 PM","29.69","73","39","46","71","7.6","58","58","58","86","54","55","4","ESE","2.0","11","ESE","58","58","58","0.00","0.00","0.00","0.148","0.000"
"11/11/21 8:30 PM","29.69","72","39","46","71","7.6","58","58","58","87","55","56","5","SE","2.5","11","SSE","58","58","58","0.00","0.00","0.00","0.137","0.000"
"11/11/21 9:00 PM","29.68","72","40","47","71","7.7","58","59","58","88","55","56","5","SSE","2.5","11","SE","58","59","58","0.00","0.00","0.00","0.135","0.000"
"11/11/21 9:30 PM","29.67","72","41","47","71","7.9","59","59","58","88","55","57","5","SSE","2.5","16","ESE","59","59","59","0.00","0.00","0.00","0.127","0.000"
"11/11/21 10:00 PM","29.67","72","41","47","71","7.9","59","59","59","87","55","57","6","SE","3.0","12","SE","59","59","59","0.00","0.00","0.00","0.123","0.000"
"11/11/21 10:30 PM","29.66","72","42","48","71","8.0","59","59","59","86","55","56","5","SE","2.5","12","SSE","59","59","59","0.00","0.00","0.00","0.123","0.000"
"11/11/21 11:00 PM","29.64","72","42","48","71","8.0","59","59","59","85","55","56","4","SSE","2.0","11","SE","59","59","59","0.00","0.00","0.00","0.119","0.000"
"11/11/21 11:30 PM","29.62","72","42","48","70","8.0","59","59","59","86","55","57","4","SE","2.0","11","ESE","59","59","59","0.00","0.00","0.00","0.119","0.000"
"11/12/21 12:00 AM","29.61","72","43","48","70","8.2","60","60","59","84","55","57","4","SE","2.0","9","ESE","60","60","60","0.00","0.00","0.00","0.106","0.000"
"11/12/21 12:30 AM","29.60","72","43","48","70","8.2","60","60","60","83","55","57","4","SE","2.0","13","SE","60","60","60","0.00","0.00","0.00","0.096","0.000"
"11/12/21 1:00 AM","29.59","72","43","48","70","8.2","61","61","60","83","56","58","6","SE","3.0","14","SSE","61","61","61","0.00","0.00","0.00","0.083","0.000"
"11/12/21 1:30 AM","29.56","72","44","49","70","8.3","62","62","61","82","56","58","6","SSE","3.0","18","SW","62","62","62","0.00","0.00","0.00","0.065","0.000"
"11/12/21 2:00 AM","29.54","72","44","49","70","8.3","62","62","62","84","57","59","7","SSE","3.5","17","SE","62","62","62","0.00","0.00","0.00","0.058","0.000"
"11/12/21 2:30 AM","29.52","72","45","49","70","8.4","62","62","62","86","58","59","7","SSE","3.5","18","SSE","62","62","62","0.00","0.00","0.00","0.060","0.000"
"11/12/21 3:00 AM","29.51","72","46","50","71","8.6","63","63","62","86","58","60","7","SSE","3.5","17","SSE","62","63","63","0.00","0.00","0.00","0.050","0.000"
"11/12/21 3:30 AM","29.50","72","46","50","71","8.6","62","63","62","86","58","60","6","SSE","3.0","15","SSW","62","63","63","0.00","0.00","0.00","0.052","0.000"
"11/12/21 4:00 AM","29.48","72","47","51","71","8.8","63","63","62","86","59","60","6","SSE","3.0","14","SE","63","63","63","0.01","0.00","0.00","0.042","0.000"
"11/12/21 4:30 AM","29.48","72","47","51","71","8.8","63","63","63","88","59","60","6","S","3.0","15","SSE","63","63","63","0.01","0.00","0.00","0.044","0.000"
"11/12/21 5:00 AM","29.48","72","48","51","71","8.9","63","63","62","90","60","61","5","SW","2.5","14","SW","63","63","63","0.01","0.00","0.00","0.050","0.000"
"11/12/21 5:30 AM","29.46","72","48","51","71","8.9","63","63","62","90","60","61","4","SSW","2.0","13","WSW","63","63","63","0.00","0.00","0.00","0.050","0.000"
"11/12/21 6:00 AM","29.45","72","49","52","71","9.1","63","63","63","87","59","61","8","SSW","4.0","20","S","62","64","63","0.01","0.00","0.00","0.035","0.000"
"11/12/21 6:30 AM","29.45","72","49","52","71","9.1","63","63","63","89","60","61","8","SSW","4.0","28","SSE","62","64","63","0.00","0.00","0.00","0.037","0.000"
"11/12/21 7:00 AM","29.48","72","50","52","71","9.2","62","63","62","89","58","59","8","SSW","4.0","22","S","60","62","61","0.00","0.00","0.00","0.073","0.000"
"11/12/21 7:30 AM","29.49","72","50","53","71","9.2","59","62","59","91","56","57","8","W","4.0","18","WSW","57","59","57","0.01","0.00","0.00","0.127","0.000"
"11/12/21 8:00 AM","29.50","72","50","53","71","9.2","58","59","58","92","56","57","5","WSW","2.5","12","WSW","58","59","58","0.00","0.00","0.00","0.137","0.000"
"11/12/21 8:30 AM","29.50","72","49","52","71","9.1","58","58","58","92","56","57","4","WSW","2.0","8","W","58","59","59","0.00","0.00","0.00","0.140","0.000"
"11/12/21 9:00 AM","29.51","72","49","52","71","9.1","58","58","58","93","56","57","5","W","2.5","11","W","58","59","59","0.00","0.00","0.00","0.135","0.000"
"11/12/21 9:30 AM","29.51","72","49","52","71","9.1","59","59","58","87","55","57","7","NW","3.5","15","NW","58","59","58","0.00","0.00","0.00","0.125","0.000"
"11/12/21 10:00 AM","29.50","72","49","52","71","9.1","60","60","59","81","54","56","6","NW","3.0","16","W","59","59","59","0.00","0.00","0.00","0.115","0.000"
"11/12/21 10:30 AM","29.50","72","48","52","72","8.9","60","60","59","79","53","56","8","NNW","4.0","18","NNW","58","60","58","0.00","0.00","0.00","0.106","0.000"
"11/12/21 11:00 AM","29.50","73","48","52","72","8.9","61","61","60","71","51","55","7","WNW","3.5","17","WNW","60","60","60","0.00","0.00","0.00","0.088","0.000"
"11/12/21 11:30 AM","29.49","73","47","51","72","8.8","60","61","60","65","49","53","8","WNW","4.0","18","WNW","59","59","58","0.01","0.00","0.00","0.096","0.000"
"11/12/21 12:00 PM","29.48","73","47","52","73","8.8","60","61","60","49","41","48","8","NW","4.0","22","W","59","58","57","0.00","0.00","0.00","0.098","0.000"
"11/12/21 12:30 PM","29.48","74","46","52","73","8.6","61","61","60","52","43","49","7","NW","3.5","16","WNW","60","59","58","0.00","0.00","0.00","0.088","0.000"
"11/12/21 1:00 PM","29.48","74","45","52","74","8.4","61","61","60","53","43","49","7","NNW","3.5","13","NW","60","59","58","0.00","0.00","0.00","0.090","0.000"
"11/12/21 1:30 PM","29.49","74","44","51","73","8.3","61","61","60","52","44","50","5","NNW","2.5","13","NNW","61","59","59","0.00","0.00","0.00","0.077","0.000"
"11/12/21 2:00 PM","29.50","74","43","50","73","8.1","61","62","61","50","42","48","5","NW","2.5","13","N","61","59","59","0.00","0.00","0.00","0.092","0.000"
"11/12/21 2:30 PM","29.50","74","42","50","73","8.0","60","61","60","51","42","48","6","WNW","3.0","16","WNW","59","58","57","0.00","0.00","0.00","0.108","0.000"
"11/12/21 3:00 PM","29.51","74","41","49","73","7.8","59","60","59","53","42","48","5","NW","2.5","13","NW","58","57","56","0.00","0.00","0.00","0.133","0.000"
"11/12/21 3:30 PM","29.52","74","40","48","73","7.7","57","59","57","60","43","48","1","W","0.5","6","W","57","55","55","0.00","0.00","0.00","0.171","0.000"
"11/12/21 4:00 PM","29.55","74","39","47","73","7.6","54","57","54","65","43","47","1","W","0.5","3","W","54","53","53","0.00","0.00","0.00","0.221","0.000"
"11/12/21 4:30 PM","29.55","74","38","47","72","7.4","53","54","52","67","42","46","1","W","0.5","2","W","53","52","52","0.00","0.00","0.00","0.258","0.000"
"11/12/21 5:00 PM","29.56","74","37","46","72","7.3","52","53","52","68","41","46","0","","0.0","2","W","52","51","51","0.00","0.00","0.00","0.277","0.000"
"11/12/21 5:30 PM","29.57","74","37","46","72","7.3","50","52","50","70","41","45","0","","0.0","2","W","50","50","50","0.00","0.00","0.00","0.312","0.000"
"11/12/21 6:00 PM","29.56","73","37","45","72","7.3","49","50","49","73","40","44","1","W","0.5","2","W","49","48","48","0.00","0.00","0.00","0.342","0.000"
"11/12/21 6:30 PM","29.55","73","36","44","71","7.1","48","49","48","73","40","44","0","","0.0","1","W","48","48","48","0.01","0.00","0.00","0.350","0.000"
"11/12/21 7:00 PM","29.55","72","36","44","71","7.2","48","48","48","74","40","44","0","","0.0","1","W","48","48","48","0.00","0.00","0.00","0.354","0.000"
"11/12/21 7:30 PM","29.54","72","36","44","70","7.2","47","48","47","74","39","43","0","","0.0","1","W","47","47","47","0.00","0.00","0.00","0.371","0.000"
"11/12/21 8:00 PM","29.53","72","35","43","70","7.0","46","47","46","77","39","42","0","","0.0","1","W","46","46","46","0.00","0.00","0.00","0.398","0.000"
"11/12/21 8:30 PM","29.53","72","35","43","70","7.0","45","46","45","77","39","42","0","","0.0","3","W","45","45","45","0.00","0.00","0.00","0.408","0.000"
"11/12/21 9:00 PM","29.53","72","35","42","69","7.0","43","45","43","81","38","41","1","W","0.5","4","NW","43","43","43","0.00","0.00","0.00","0.450","0.000"
"11/12/21 9:30 PM","29.51","71","35","42","69","7.0","43","43","43","83","38","41","1","WSW","0.5","3","WSW","43","43","43","0.00","0.00","0.00","0.454","0.000"
"11/12/21 10:00 PM","29.50","71","35","42","68","7.0","43","43","43","83","38","41","0","","0.0","2","WSW","43","43","43","0.00","0.00","0.00","0.456","0.000"
"11/12/21 10:30 PM","29.50","71","35","42","68","7.0","43","43","43","83","38","40","1","WSW","0.5","3","WSW","43","43","43","0.00","0.00","0.00","0.463","0.000"
"11/12/21 11:00 PM","29.48","70","34","41","68","6.8","41","43","41","87","38","39","0","","0.0","3","WSW","41","41","41","0.00","0.00","0.00","0.496","0.000"
"11/12/21 11:30 PM","29.48","70","34","41","67","6.8","41","41","41","89","38","39","0","","0.0","2","WSW","41","41","41","0.00","0.00","0.00","0.502","0.000"
"11/13/21 12:00 AM","29.47","70","34","40","67","6.8","41","41","41","90","38","40","1","WSW","0.5","3","WSW","41","41","41","0.00","0.00","0.00","0.496","0.000"
"11/13/21 12:30 AM","29.47","70","34","40","67","6.8","41","41","41","89","38","39","0","","0.0","2","WSW","41","41","41","0.00","0.00","0.00","0.504","0.000"
"11/13/21 1:00 AM","29.47","70","34","40","67","6.8","40","41","40","89","37","38","1","WSW","0.5","4","N","40","40","40","0.00","0.00","0.00","0.525","0.000"
"11/13/21 1:30 AM","29.47","70","34","40","66","6.8","42","42","40","89","39","40","1","N","0.5","4","N","42","42","42","0.00","0.00","0.00","0.485","0.000"
"11/13/21 2:00 AM","29.46","70","34","41","67","6.8","43","43","42","85","39","41","1","WNW","0.5","6","W","43","43","43","0.00","0.00","0.00","0.452","0.000"
"11/13/21 2:30 AM","29.45","70","34","40","67","6.8","44","44","43","83","39","42","1","WNW","0.5","4","WNW","44","44","44","0.00","0.00","0.00","0.435","0.000"
"11/13/21 3:00 AM","29.43","70","34","40","67","6.8","45","45","43","81","40","42","1","SSE","0.5","7","SSE","45","45","45","0.00","0.00","0.00","0.408","0.000"
"11/13/21 3:30 AM","29.42","70","34","40","67","6.8","46","47","45","80","40","42","2","S","1.0","7","S","46","45","45","0.00","0.00","0.00","0.404","0.000"
"11/13/21 4:00 AM","29.41","70","34","41","67","6.8","47","47","46","82","42","44","2","SSE","1.0","8","SSW","47","47","47","0.00","0.00","0.00","0.379","0.000"
"11/13/21 4:30 AM","29.41","70","34","40","67","6.8","46","47","46","83","41","44","1","SE","0.5","7","S","46","46","46","0.00","0.00","0.00","0.390","0.000"
"11/13/21 5:00 AM","29.38","70","34","41","67","6.8","45","46","45","88","42","44","1","SW","0.5","7","ESE","45","45","45","0.00","0.00","0.00","0.408","0.000"
"11/13/21 5:30 AM","29.39","70","34","40","67","6.8","46","46","45","85","41","43","2","NNE","1.0","6","S","46","45","45","0.00","0.00","0.00","0.406","0.000"
"11/13/21 6:00 AM","29.38","70","34","41","67","6.8","46","46","45","86","42","44","1","W","0.5","4","WNW","46","46","46","0.00","0.00","0.00","0.398","0.000"
"11/13/21 6:30 AM","29.36","70","34","41","67","6.8","49","49","46","83","44","46","2","ESE","1.0","9","S","49","49","49","0.00","0.00","0.00","0.340","0.000"
"11/13/21 7:00 AM","29.37","71","35","42","68","7.0","51","51","49","80","45","48","3","S","1.5","10","S","51","51","51","0.00","0.00","0.00","0.285","0.000"
"11/13/21 7:30 AM","29.36","70","35","42","68","7.0","53","53","51","84","48","50","3","S","1.5","11","SSE","53","53","53","0.00","0.00","0.00","0.248","0.000"
"11/13/21 8:00 AM","29.35","71","36","43","68","7.2","54","54","53","87","51","52","7","S","3.5","23","SSE","52","54","52","0.00","0.00","0.00","0.221","0.000"
"11/13/21 8:30 AM","29.34","71","37","43","68","7.3","56","56","54","86","51","53","5","SSW","2.5","13","SSW","55","55","55","0.00","0.00","0.00","0.198","0.000"
"11/13/21 9:00 AM","29.33","70","38","44","68","7.5","56","56","56","85","52","53","3","WSW","1.5","9","W","56","56","56","0.00","0.00","0.00","0.183","0.000"
"11/13/21 9:30 AM","29.31","71","39","44","68","7.6","56","57","56","84","51","53","4","W","2.0","13","WSW","56","56","55","0.00","0.00","0.00","0.190","0.000"
"11/13/21 10:00 AM","29.30","70","39","44","68","7.6","56","57","56","77","49","52","4","WSW","2.0","12","WSW","56","56","56","0.00","0.00","0.00","0.177","0.000"
"11/13/21 10:30 AM","29.30","70","40","45","68","7.7","56","57","56","75","48","51","6","WSW","3.0","16","WSW","55","55","54","0.00","0.00","0.00","0.192","0.000"
"11/13/21 11:00 AM","29.28","70","40","45","68","7.7","54","56","54","77","47","50","7","W","3.5","17","WSW","52","53","51","0.00","0.00","0.00","0.233","0.000"
"11/13/21 11:30 AM","29.31","70","40","45","68","7.7","50","54","50","82","44","47","9","W","4.5","27","WSW","46","50","46","0.01","0.00","0.00","0.319","0.000"
"11/13/21 12:00 PM","29.34","70","39","44","68","7.6","45","50","45","85","40","42","14","NW","7.0","32","NNW","37","44","37","0.00","0.00","0.00","0.425","0.000"
"11/13/21 12:30 PM","29.36","70","39","44","68","7.6","42","45","42","84","38","40","15","NW","7.5","32","WNW","34","42","34","0.00","0.00","0.00","0.479","0.000"
"11/13/21 1:00 PM","29.37","70","38","44","68","7.5","42","42","41","83","37","40","13","NW","6.5","27","NNW","35","42","35","0.00","0.00","0.00","0.479","0.000"
"11/13/21 1:30 PM","29.37","70","37","43","67","7.3","44","44","42","73","36","40","12","NNW","6.0","29","NW","37","43","37","0.00","0.00","0.00","0.442","0.000"
"11/13/21 2:00 PM","29.37","70","36","42","68","7.2","44","44","44","72","35","39","11","NW","5.5","27","NW","38","43","37","0.00","0.00","0.00","0.442","0.000"
"11/13/21 2:30 PM","29.38","70","35","41","67","7.0","45","45","44","67","35","39","11","NW","5.5","23","NNW","39","44","38","0.00","0.00","0.00","0.421","0.000"
"11/13/21 3:00 PM","29.40","70","35","41","68","7.0","45","45","45","65","34","39","10","NW","5.0","23","NW","39","44","39","0.00","0.00","0.00","0.417","0.000"
"11/13/21 3:30 PM","29.42","70","34","40","67","6.8","43","45","43","61","31","37","12","NW","6.0","24","NNW","37","43","36","0.00","0.00","0.00","0.450","0.000"
"11/13/21 4:00 PM","29.43","70","33","40","67","6.6","42","43","42","60","29","35","16","NNW","8.0","33","NW","34","41","33","0.00","0.00","0.00","0.479","0.000"
"11/13/21 4:30 PM","29.45","70","32","39","66","6.6","42","42","42","62","29","35","10","NW","5.0","20","WNW","35","41","35","0.00","0.00","0.00","0.490","0.000"
"11/13/21 5:00 PM","29.46","70","31","38","67","6.3","41","42","41","63","30","35","9","NW","4.5","19","NNW","36","41","35","0.00","0.00","0.00","0.494","0.000"
"11/13/21 5:30 PM","29.47","70","31","38","67","6.3","41","41","41","64","30","35","5","WNW","2.5","15","WNW","37","40","37","0.00","0.00","0.00","0.504","0.000"
"11/13/21 6:00 PM","29.47","70","31","38","66","6.4","41","41","41","64","30","35","6","WNW","3.0","17","WNW","37","40","36","0.00","0.00","0.00","0.502","0.000"
"11/13/21 6:30 PM","29.48","70","30","37","67","6.2","41","41","41","64","30","36","6","W","3.0","16","WNW","37","40","36","0.00","0.00","0.00","0.498","0.000"
"11/13/21 7:00 PM","29.49","70","30","37","67","6.2","41","41","41","65","30","35","6","W","3.0","13","W","37","40","36","0.00","0.00","0.00","0.504","0.000"
"11/13/21 7:30 PM","29.50","70","29","36","66","6.1","40","41","40","67","30","35","6","W","3.0","12","WNW","36","39","35","0.00","0.00","0.00","0.519","0.000"
"11/13/21 8:00 PM","29.51","70","29","36","67","6.0","40","40","40","68","30","35","5","WSW","2.5","11","WSW","36","39","35","0.00","0.00","0.00","0.529","0.000"
"11/13/21 8:30 PM","29.51","70","29","37","67","6.0","40","40","40","68","30","35","5","W","2.5","10","W","36","39","35","0.00","0.00","0.00","0.531","0.000"
